artist;artistIds;asciiName;attractionLights;availability;boosterTypes;borderColor;cardParts;colorIdentity;colorIndicator;colors;defense;duelDeck;edhrecRank;edhrecSaltiness;faceConvertedManaCost;faceFlavorName;faceManaValue;faceName;finishes;flavorName;flavorText;frameEffects;frameVersion;hand;hasAlternativeDeckLimit;hasContentWarning;hasFoil;hasNonFoil;isAlternative;isFullArt;isFunny;isOnlineOnly;isOversized;isPromo;isRebalanced;isReprint;isReserved;isStarter;isStorySpotlight;isTextless;isTimeshifted;keywords;language;layout;leadershipSkills;life;loyalty;manaCost;manaValue;name;number;originalPrintings;originalReleaseDate;originalText;originalType;otherFaceIds;power;printings;promoTypes;rarity;rebalancedPrintings;relatedCards;securityStamp;setCode;side;signature;subsets;subtypes;supertypes;text;toughness;type;types;uuid;variations;watermark
Chase Stone;2d753f61-5f5b-468e-97ea-8e0fdd347340;;;paper;;black;;B, R;;B, R;;;2316.0;1.18;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Deathtouch, First strike;English;normal;;;;{3}{B}{R};5.0;Master of Cruelties;522;;;First strike, deathtouch\nMaster of Cruelties can only attack alone.\nWhenever Master of Cruelties attacks a player and isn't blocked, that player's life total becomes 1. Master of Cruelties assigns no combat damage this combat.;Creature — Demon;;1;2X2, DGM, GK2, PLIST;boosterfun;mythic;;;oval;2X2;;;;Demon;;First strike, deathtouch\nMaster of Cruelties can only attack alone.\nWhenever Master of Cruelties attacks a player and isn't blocked, that player's life total becomes 1. Master of Cruelties assigns no combat damage this combat.;4;Creature — Demon;Creature;48166bf7-9683-549e-b854-084e0c33e7ca;78f3c2c9-9c74-5214-b12c-ffd43c9cc488;
Joe Slucher;13b6c9ee-f7a8-46a4-934f-ea6b4a1b14b2;;;paper;;black;;B, R, W;;B, R, W;;;6193.0;0.08;;;;;etched;;"""All will know of your crimes.""";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Menace;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{R}{W}{B};3.0;Mathas, Fiend Seeker;523;;;"Menace\nAt the beginning of your end step, put a bounty counter on target creature an opponent controls. For as long as that creature has a bounty counter on it, it has ""When this creature dies, each opponent draws a card and gains 2 life.""";Legendary Creature — Vampire;;3;2X2, C17, PZ2;boosterfun;rare;;;oval;2X2;;;;Vampire;Legendary;"Menace\nAt the beginning of your end step, put a bounty counter on target creature an opponent controls. For as long as that creature has a bounty counter on it, it has ""When this creature dies, each opponent draws a card and gains 2 life.""";3;Legendary Creature — Vampire;Creature;918f209e-9d65-5484-af4c-c9700c224188;7f183d7f-165f-5274-9763-203dbb4a8501;
Steve Argyle;a44ddda4-5331-4f83-aac9-3e00ed36bd7b;;;paper;;black;;G, R, W;;G, R, W;;;5388.0;0.29;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{R}{G}{W};3.0;Mayael's Aria;524;;;At the beginning of your upkeep, put a +1/+1 counter on each creature you control if you control a creature with power 5 or greater. Then you gain 10 life if you control a creature with power 10 or greater. Then you win the game if you control a creature with power 20 or greater.;Enchantment;;;2X2, ARB;boosterfun;rare;;;oval;2X2;;;;;;At the beginning of your upkeep, put a +1/+1 counter on each creature you control if you control a creature with power 5 or greater. Then you gain 10 life if you control a creature with power 10 or greater. Then you win the game if you control a creature with power 20 or greater.;;Enchantment;Enchantment;903174cf-1d38-57c1-bf25-3ffb32bcba28;367c0744-3fbb-56b8-a807-a89c4d55d5eb;
Svetlin Velinov;ffd063ae-c097-4f26-b2e6-b1e2137708bc;;;paper;;black;;B, G, U;;B, G, U;;;6056.0;0.39;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{B}{G}{U};5.0;The Mimeoplasm;525;;;As The Mimeoplasm enters the battlefield, you may exile two creature cards from graveyards. If you do, it enters the battlefield as a copy of one of those cards with a number of additional +1/+1 counters on it equal to the power of the other card.;Legendary Creature — Ooze;;0;2X2, CM1, CM2, CMD, OCMD, PRM, PZ1, SLD;boosterfun;rare;;;oval;2X2;;;;Ooze;Legendary;As The Mimeoplasm enters the battlefield, you may exile two creature cards from graveyards. If you do, it enters the battlefield as a copy of one of those cards with a number of additional +1/+1 counters on it equal to the power of the other card.;0;Legendary Creature — Ooze;Creature;21903cfa-038b-5309-8532-e020827b537e;f4367933-5ba2-54f8-b7b3-fbaa1a140aad, 2f85b076-20ba-55d2-b174-6f8061bcb90d;
Richard Whitters;7d989811-f244-4be7-b5b0-6fbeacacef6b;;;paper;;black;;R, U;;R, U;;;12894.0;0.11;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{3}{U/R}{U/R}{U/R};6.0;Mindwrack Liege;526;;;Other blue creatures you control get +1/+1.\nOther red creatures you control get +1/+1.\n{UR}{UR}{UR}{UR}: You may put a blue or red creature card from your hand onto the battlefield.;Creature — Horror;;4;2X2, EVE;boosterfun;rare;;;oval;2X2;;;;Horror;;Other blue creatures you control get +1/+1.\nOther red creatures you control get +1/+1.\n{U/R}{U/R}{U/R}{U/R}: You may put a blue or red creature card from your hand onto the battlefield.;4;Creature — Horror;Creature;8e2338ee-3362-580d-a142-e63c10014267;53a8ae14-ce42-5bab-bc80-93c1f43388fc;
Cliff Childs;ed6f7e03-20ba-4c73-bdda-4a4928480721;;;paper;;black;;R, U;;R, U;;;4782.0;0.68;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{U}{R};4.0;Mizzix of the Izmagnus;527;;;Whenever you cast an instant or sorcery spell with mana value greater than the number of experience counters you have, you get an experience counter.\nInstant and sorcery spells you cast cost {1} less to cast for each experience counter you have.;Legendary Creature — Goblin Wizard;;2;2X2, C15, CMM, OC15, PJ21, PLIST, PZ1;boosterfun;mythic;;;oval;2X2;;;;Goblin, Wizard;Legendary;Whenever you cast an instant or sorcery spell with mana value greater than the number of experience counters you have, you get an experience counter.\nInstant and sorcery spells you cast cost {1} less to cast for each experience counter you have.;2;Legendary Creature — Goblin Wizard;Creature;efcf0ac3-db08-5b58-8a27-1e6bc5f965cd;f0710344-ccac-5f9b-8466-81c8e784a50e;
Jason Rainville;6ed7e669-579b-443d-b223-e5cbcb2a7483;;;paper;;black;;B, G, U;;B, G, U;;;1460.0;1.05;;;;;etched;;"""My child grew from rot and ruin, yet she bloomed.""\n—Multani";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{3}{B}{G}{U};6.0;Muldrotha, the Gravetide;528;;;During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard. (If a card has multiple permanent types, choose one as you play it.);Legendary Creature — Elemental Avatar;;6;2X2, CMR, DOM, PDOM, PLIST, PRM;boosterfun;mythic;;;oval;2X2;;;;Elemental, Avatar;Legendary;During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard. (If a card has multiple permanent types, choose one as you play it.);6;Legendary Creature — Elemental Avatar;Creature;0b97605d-495c-50eb-8ff2-8f2ac657cfbe;88a33a30-2171-5877-89dd-9a030cbd5dd9, 931b2a2d-20ec-563d-9f58-d63e7be14e50;
Carl Critchlow;17948f16-611a-44b8-8d10-9895a0bdfff1;;;paper;;black;;G, U;;G, U;;;1612.0;0.36;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{G/U}{G/U}{G/U};5.0;Murkfiend Liege;529;;;Other green creatures you control get +1/+1.\nOther blue creatures you control get +1/+1.\nUntap all green and/or blue creatures you control during each other player's untap step.;Creature — Horror;;4;2X2, C13, CMA, CMR, EVE, PLIST;boosterfun;rare;;;oval;2X2;;;;Horror;;Other green creatures you control get +1/+1.\nOther blue creatures you control get +1/+1.\nUntap all green and/or blue creatures you control during each other player's untap step.;4;Creature — Horror;Creature;6f3644a8-017b-5761-b3a9-51a530551866;0e6b2d26-9230-57aa-bd90-7508b502a47b;
Raymond Swanland;e956bacc-077d-4c12-b6bc-ba798b718af9;;;paper;;black;;B, R, U;;B, R, U;;;3022.0;0.86;;;;;etched;;;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': False, 'oathbreaker': True};;7;{4}{U}{B}{R};7.0;Nicol Bolas, God-Pharaoh;530;;;+2: Target opponent exiles cards from the top of their library until they exile a nonland card. Until end of turn, you may cast that card without paying its mana cost.\n+1: Each opponent exiles two cards from their hand.\n−4: Nicol Bolas, God-Pharaoh deals 7 damage to target opponent, creature an opponent controls, or planeswalker an opponent controls.\n−12: Exile each nonland permanent your opponents control.;Legendary Planeswalker — Bolas;;;2X2, AKR, HOU, PHOU, PS17, SLC;boosterfun;mythic;;;oval;2X2;;;;Bolas;Legendary;[+2]: Target opponent exiles cards from the top of their library until they exile a nonland card. Until end of turn, you may cast that card without paying its mana cost.\n[+1]: Each opponent exiles two cards from their hand.\n[−4]: Nicol Bolas, God-Pharaoh deals 7 damage to target opponent, creature an opponent controls, or planeswalker an opponent controls.\n[−12]: Exile each nonland permanent your opponents control.;;Legendary Planeswalker — Bolas;Planeswalker;62278030-0f17-5cad-bdb7-9607a15bc898;6cac882b-57d3-5b6b-a3c9-56dcd5401f4b;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;paper;;black;;B, R, U;;B, R, U;;;6583.0;0.65;;;;;etched;;"""He is Yawgmoth's reward to me. I shall kill him a hundred times a day.""\n—Crovax, to Ertai";inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{U}{B}{R};3.0;Phyrexian Tyranny;531;;;Whenever a player draws a card, that player loses 2 life unless they pay {2}.;Enchantment;;;2X2, PLIST, PLS;boosterfun;rare;;;oval;2X2;;;;;;Whenever a player draws a card, that player loses 2 life unless they pay {2}.;;Enchantment;Enchantment;97d3a50c-b774-55bb-8ea0-b19f2301ca05;f90d8c75-6641-54ba-bbfa-7a779f78be0e;
Wayne England;62dc90c0-4bc2-4d42-ad76-59cad9243566;;;paper;;black;;G, W;;G, W;;;1940.0;0.82;;;;;etched;;"""We in the Conclave have a saying: 'When you hold a shield, lend your shield.' The strong must never forget what they owe to the weak.""\n— Niszka, Selesnya evangel";inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{G/W}{G/W}{G/W};5.0;Privileged Position;532;;;Other permanents you control have hexproof.;Enchantment;;;2X2, GK1, PRM, RAV;boosterfun;rare;;;oval;2X2;;;;;;({G/W} can be paid with either {G} or {W}.)\nOther permanents you control have hexproof. (They can't be the targets of spells or abilities your opponents control.);;Enchantment;Enchantment;4b170fa3-a277-5bcd-a41b-46b4cba0ee06;8b753ca1-31af-535c-b588-43e48056f0c3, 4b701105-1e43-58b4-a45f-5703a0d9dd27;
Karl Kopinski;0fad2c48-a56e-4a0b-b512-224f6f238f20;;;paper;;black;;B, U;;B, U;;;8320.0;0.33;;;;;etched;;"""Ludevic's laboratory is a veritable wonderland. I have never felt so inspired.""\n—Stitcher Geralf";inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{U}{B};3.0;Prized Amalgam;533;;;Whenever a creature enters the battlefield, if it entered from your graveyard or you cast it from your graveyard, return Prized Amalgam from your graveyard to the battlefield tapped at the beginning of the next end step.;Creature — Zombie;;3;2X2, PSOI, SIR, SOI, TSR;boosterfun;rare;;;oval;2X2;;;;Zombie;;Whenever a creature enters the battlefield, if it entered from your graveyard or you cast it from your graveyard, return Prized Amalgam from your graveyard to the battlefield tapped at the beginning of the next end step.;3;Creature — Zombie;Creature;f2055ae6-9a39-54e7-a7ca-14a9298b7a61;74792188-b94b-51b4-a25d-e64364d1380e;
Michael Komarck;96a53b95-fe5f-4fbb-9411-ccf4ee150aca;;;paper;;black;;G, U, W;;G, U, W;;;6871.0;0.55;;;;;etched;;Many sigils, one purpose.;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Exalted;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{G}{W}{U};4.0;Rafiq of the Many;534;;;Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\nWhenever a creature you control attacks alone, it gains double strike until end of turn.;Legendary Creature — Human Knight;;3;2X2, ALA, V11;boosterfun;rare;;;oval;2X2;;;;Human, Knight;Legendary;Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\nWhenever a creature you control attacks alone, it gains double strike until end of turn.;3;Legendary Creature — Human Knight;Creature;9234754c-ba5f-527b-ae94-5f5dfef61ef3;94cea151-fddc-5d37-bb90-8a3bb17c40b4;
Steve Prescott;a1139fb8-41f5-4a9e-9a74-f662e1a23b35;;;paper;;black;;G, U, W;;G, U, W;;;6910.0;0.12;;;;;etched;;"""Time and space are just new battlefields to be mastered.""";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Trample, Vigilance;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{2}{G}{W}{U};5.0;Roon of the Hidden Realm;535;;;Vigilance, trample\n{2}, {T}: Exile another target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step.;Legendary Creature — Rhino Soldier;;4;2X2, C13, CMA, OC13, PLIST;boosterfun;rare;;;oval;2X2;;;;Rhino, Soldier;Legendary;Vigilance, trample\n{2}, {T}: Exile another target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step.;4;Legendary Creature — Rhino Soldier;Creature;36fffe0a-d02a-59be-862b-86db1d5302c2;2f8ecb6e-ebc2-5bb3-884d-41dc84cf55b9;
Tyler Jacobson;522af130-8db4-4b4b-950c-6e2b246339cf;;;paper;;black;;G, R;;G, R;;;2575.0;0.82;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Reach, Vigilance;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{4}{R}{G};6.0;Ruric Thar, the Unbowed;536;;;Vigilance, reach\nRuric Thar, the Unbowed attacks each combat if able.\nWhenever a player casts a noncreature spell, Ruric Thar deals 6 damage to that player.;Legendary Creature — Ogre Warrior;;6;2X2, A25, DGM, GK2;boosterfun;rare;;;oval;2X2;;;;Ogre, Warrior;Legendary;Vigilance, reach\nRuric Thar, the Unbowed attacks each combat if able.\nWhenever a player casts a noncreature spell, Ruric Thar deals 6 damage to that player.;6;Legendary Creature — Ogre Warrior;Creature;09e7d56a-6cb1-5798-932d-ae64be678832;868a0110-e985-5a81-bf74-14561019a8b7;
Paul Bonner;db74e463-9c78-4f45-80a9-efa5cc4f9841;;;paper;;black;;B, R, U;;B, R, U;;;6557.0;0.25;;;;;etched;;He bids his minions rise from their graves to their knees.;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{3}{U}{B}{R};6.0;Sedris, the Traitor King;537;;;Each creature card in your graveyard has unearth {2}{B}. ({2}{B}: Return the card to the battlefield. The creature gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.);Legendary Creature — Zombie Warrior;;5;2X2, ALA, PLIST, PRM;boosterfun;mythic;;;oval;2X2;;;;Zombie, Warrior;Legendary;Each creature card in your graveyard has unearth {2}{B}. ({2}{B}: Return the card to the battlefield. The creature gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.);5;Legendary Creature — Zombie Warrior;Creature;cff96abd-04fa-5495-b264-49ae5a9f1f7a;428d724c-0a3b-52a2-827c-3f3d1199a1e2, 9d5b6d08-f88d-597e-938d-4373f78a7564;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;paper;;black;;B, G, R;;B, G, R;;;9822.0;0.24;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{B}{R}{G};4.0;Shattergang Brothers;538;;;{2}{B}, Sacrifice a creature: Each other player sacrifices a creature.\n{2}{R}, Sacrifice an artifact: Each other player sacrifices an artifact.\n{2}{G}, Sacrifice an enchantment: Each other player sacrifices an enchantment.;Legendary Creature — Goblin Artificer;;3;2X2, C13, OC13, SLD;boosterfun;rare;;;oval;2X2;;;;Goblin, Artificer;Legendary;{2}{B}, Sacrifice a creature: Each other player sacrifices a creature.\n{2}{R}, Sacrifice an artifact: Each other player sacrifices an artifact.\n{2}{G}, Sacrifice an enchantment: Each other player sacrifices an enchantment.;3;Legendary Creature — Goblin Artificer;Creature;6ca991f2-3a02-5f42-9fd0-f475fbf84b25;1c3e0174-606f-58ca-9f10-a4c5337fa0c8;
Karl Kopinski;0fad2c48-a56e-4a0b-b512-224f6f238f20;;;paper;;black;;B, G, U;;B, G, U;;;4765.0;0.13;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Mill;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{1}{B}{G}{U};4.0;Sidisi, Brood Tyrant;539;;;Whenever Sidisi, Brood Tyrant enters the battlefield or attacks, mill three cards.\nWhenever one or more creature cards are put into your graveyard from your library, create a 2/2 black Zombie creature token.;Legendary Creature — Naga Shaman;;3;2X2, KTK, PKTK;boosterfun;rare;;;oval;2X2;;;;Naga, Shaman;Legendary;Whenever Sidisi, Brood Tyrant enters the battlefield or attacks, mill three cards.\nWhenever one or more creature cards are put into your graveyard from your library, create a 2/2 black Zombie creature token.;3;Legendary Creature — Naga Shaman;Creature;ac0432f1-765f-5949-805a-3b736eec5aab;88ca9de5-3496-58d7-a21a-327922f1724d;
Nils Hamm;c540d1fc-1500-457f-93cf-d6069ee66546;;;paper;;black;;B, G;;B, G;;;6194.0;0.29;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Haste;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{B}{G};2.0;Skullbriar, the Walking Grave;540;;;Haste\nWhenever Skullbriar, the Walking Grave deals combat damage to a player, put a +1/+1 counter on it.\nCounters remain on Skullbriar as it moves to any zone other than a player's hand or library.;Legendary Creature — Zombie Elemental;;1;2X2, CM2, CMD, PCMD, PLIST;boosterfun;rare;;;oval;2X2;;;;Zombie, Elemental;Legendary;Haste\nWhenever Skullbriar, the Walking Grave deals combat damage to a player, put a +1/+1 counter on it.\nCounters remain on Skullbriar as it moves to any zone other than a player's hand or library.;1;Legendary Creature — Zombie Elemental;Creature;b14243ae-8344-5f7b-b312-51f0bbecf92d;e3fc013b-c7f7-5c56-8cee-02542be2de50;
Sam Burley;f89f4b78-cefb-41f7-b7cb-4f4d28de0c4f;;;paper;;black;;U, W;;U, W;;;391.0;0.66;;;;;etched;;Leonos had no second thoughts about the abolishment edict. He'd left skyrunes warning of the eviction, even though it was cloudy.;inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{W}{W}{U};4.0;Supreme Verdict;541;;;This spell can't be countered.\nDestroy all creatures.;Sorcery;;;2X2, EA1, IMA, LTC, MB1, PRM, PRTR, RTR;boosterfun;rare;;;oval;2X2;;;;;;This spell can't be countered.\nDestroy all creatures.;;Sorcery;Sorcery;4ea05d00-fdf8-5564-9a41-26e92908c84c;45c509a6-eee6-5a69-b2e5-1b6be733d4ce, 38fdf18d-942a-5676-bb42-0aec7803a369;
Wayne Reynolds;afc47cec-3ccc-404e-a8c6-4d83dd504271;;;paper;;black;;B, R, W;;B, R, W;;;6800.0;1.0;;;;;etched;;"""After death you face paradise, damnation, or Tariel.""\n—Priest's teaching";legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Flying, Vigilance;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{4}{R}{W}{B};7.0;Tariel, Reckoner of Souls;542;;;Flying, vigilance\n{T}: Choose a creature card at random from target opponent's graveyard. Put that card onto the battlefield under your control.;Legendary Creature — Angel;;4;2X2, CMA, CMD, OCMD, V15;boosterfun;rare;;;oval;2X2;;;;Angel;Legendary;Flying, vigilance\n{T}: Choose a creature card at random from target opponent's graveyard. Put that card onto the battlefield under your control.;7;Legendary Creature — Angel;Creature;6d5baecf-d65e-5816-91d1-3bd0662d0fe1;aa29ca23-6ae3-5d07-8863-970cf54b0eb8;
Zoltan Boros & Gabor Szikszai;1885e6cb-c827-4896-994e-3d0a027d602f, 44c3877f-8771-43dc-9e40-f4c765f59d2e;;;paper;;black;;B, G, W;;B, G, W;;;3834.0;0.22;;;;;etched;;;legendary, inverted;2015;;;;0;0;;;;;;;;1.0;;;;;;Flying;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{3}{W}{B}{G};6.0;Teneb, the Harvester;543;;;Flying\nWhenever Teneb, the Harvester deals combat damage to a player, you may pay {2}{B}. If you do, put target creature card from a graveyard onto the battlefield under your control.;Legendary Creature — Dragon;;6;2X2, C17, CMD, OCMD, PLC;boosterfun;rare;;;oval;2X2;;;;Dragon;Legendary;Flying\nWhenever Teneb, the Harvester deals combat damage to a player, you may pay {2}{B}. If you do, put target creature card from a graveyard onto the battlefield under your control.;6;Legendary Creature — Dragon;Creature;979f8c43-e711-5f8c-9d89-9b79c0441092;c2ada85b-56d0-5c51-affc-8bea5572dcdc;
